companyid,locationid,rowcount
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-eb5ede80-2b86-4fec-82c8-dffbe20ab744,9
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-6c81b70b-7719-4965-8485-4d153c68923f,8
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-6b7275fd-ae2d-49cd-8b88-f6913e33b589,8
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-8acb225e-abd6-4fad-b7f1-3ff785e14fe4,8
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-a3416bb8-76aa-4dee-bc82-1fc15ea5af09,7
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-9b49dfa9-da04-41d1-8cfd-9bf7a4d34500,6
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-31065ed6-77af-44c6-8a72-15cebb3e100e,6
org-90994f26-b1e4-4629-8216-253536d709a9,loc-c17973f4-84da-46ff-9a20-ed0efb9865e6,5
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-2f55ad3e-4037-4468-a265-cbc36e51d6b0,4
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-0363bd44-ee45-49ca-9fab-e8e63041ef90,4
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-76d87308-1cfc-4a5d-86d4-ffead9c7828d,4
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-a71c5ca4-5596-4e67-9273-7c4d5d1ffb76,4
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-124c734f-93d8-49dc-8611-e91106c9d712,4
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-5ca5d83a-7313-43f0-8756-281be974a324,4
org-da401e9e-f16f-4b29-a3a3-98b7abdc8258,loc-c9523299-f9f1-49e4-ba80-76f18b22614f,3
org-c98c00a8-381f-4b79-ab5e-2c67e1d999da,loc-840fb318-1784-49a1-8019-71bd858d0ed9,3
org-5d9348a9-46d4-448e-84f2-0afeec8bf52b,loc-956a71bd-7003-4adc-8f57-c41472018f7b,2
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-84373d94-a3b3-4cdc-a49f-5088d3151e20,1
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-a3f7c2b3-73d9-428a-a75f-ad220653fd61,1
